Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
chevrolet,impala,2011,1.1,petrol,automatic,184647,2,1,6307
kia,rio,2005,3.1,electric,semi-automatic,226621,4,2,6167
hyundai,elantra,2021,1.2,diesel,automatic,198986,3,1,9120
bmw,3 series,2011,4.0,diesel,semi-automatic,203506,5,5,7329
bmw,5 series,2006,2.5,electric,automatic,57444,2,1,10751
audi,a4,2021,2.3,diesel,manual,238144,2,1,7937
audi,a4,2017,2.3,diesel,manual,231788,4,5,6864
kia,sportage,2009,2.8,hybrid,automatic,47046,2,2,11159
volkswagen,golf,2011,1.8,hybrid,manual,274097,5,4,4718
audi,a3,2010,4.3,petrol,semi-automatic,258241,3,5,6235
audi,a3,2003,3.4,hybrid,semi-automatic,266526,4,3,4069
honda,cr-v,2023,1.8,electric,automatic,3235,5,4,16235
honda,accord,2013,1.3,electric,semi-automatic,175515,3,3,7789
bmw,5 series,2005,1.4,petrol,manual,212695,5,1,2746
volkswagen,tiguan,2015,3.7,diesel,semi-automatic,231703,4,1,7665
honda,civic,2001,1.9,diesel,semi-automatic,156936,5,2,3161
volkswagen,tiguan,2002,1.9,diesel,automatic,8589,4,5,7928
audi,q5,2008,1.1,electric,semi-automatic,289703,4,2,3805
volkswagen,passat,2001,4.2,hybrid,manual,66109,5,5,8277
toyota,rav4,2012,3.9,electric,manual,161261,5,2,10374
bmw,3 series,2015,2.7,diesel,manual,133476,5,4,8630
hyundai,elantra,2018,2.5,petrol,manual,189081,2,1,8218
chevrolet,equinox,2019,3.3,electric,semi-automatic,223568,5,2,10628
kia,sportage,2021,4.2,electric,manual,246820,2,5,11663
hyundai,tucson,2018,3.0,petrol,automatic,151956,5,4,10960
volkswagen,passat,2013,4.0,petrol,manual,244725,3,3,7105
bmw,5 series,2011,2.1,diesel,automatic,202184,4,2,6956
audi,a3,2003,1.7,diesel,automatic,255899,3,1,3082
bmw,5 series,2004,3.2,petrol,manual,274253,4,1,3014
hyundai,sonata,2009,4.0,petrol,automatic,162223,5,5,9055
bmw,x5,2012,2.5,diesel,automatic,105611,3,2,9587
hyundai,tucson,2006,3.1,petrol,automatic,48668,4,3,9526
mercedes,c-class,2021,2.7,diesel,automatic,94677,3,5,12706
toyota,camry,2012,2.2,diesel,semi-automatic,26162,3,5,9376
audi,a4,2003,3.6,hybrid,manual,189266,3,5,5814
bmw,3 series,2019,2.2,petrol,automatic,102893,4,5,11442
audi,a4,2006,3.4,petrol,manual,61829,2,2,8063
bmw,x5,2020,4.2,petrol,manual,177156,5,1,10756
bmw,3 series,2023,2.9,diesel,automatic,211902,2,4,11161
ford,fiesta,2013,1.1,electric,automatic,182152,5,5,8956
honda,civic,2016,4.9,hybrid,automatic,292909,5,5,10441
audi,a3,2021,3.8,diesel,semi-automatic,295818,4,2,8283
bmw,5 series,2019,3.0,electric,semi-automatic,120036,5,2,12399
kia,rio,2006,3.3,electric,automatic,155565,2,5,9588
kia,rio,2016,4.5,diesel,semi-automatic,186516,5,3,9669
hyundai,sonata,2014,4.9,diesel,semi-automatic,297306,2,2,7253
kia,optima,2023,2.4,electric,automatic,167039,5,1,13559
toyota,camry,2005,3.5,electric,semi-automatic,19095,4,3,10718
audi,q5,2014,2.4,petrol,manual,252688,3,4,5646
hyundai,tucson,2015,4.0,hybrid,manual,137933,2,5,10841
chevrolet,impala,2004,3.6,hybrid,semi-automatic,82916,4,3,8241
ford,fiesta,2001,1.9,electric,automatic,88822,3,5,8023
audi,a4,2003,4.2,hybrid,semi-automatic,57423,5,1,9051
ford,explorer,2016,4.6,hybrid,manual,106240,3,4,12375
honda,accord,2019,3.6,petrol,manual,205452,3,3,9290
kia,optima,2000,4.8,petrol,automatic,19096,4,5,10018
audi,a3,2018,4.4,hybrid,manual,145623,4,1,11987
kia,sportage,2012,1.7,diesel,manual,215694,2,5,5086
bmw,3 series,2003,4.6,electric,manual,163353,2,5,8332
volkswagen,golf,2016,3.9,hybrid,semi-automatic,18025,5,5,13439
audi,a3,2017,2.5,electric,semi-automatic,210605,5,2,9487
chevrolet,impala,2007,3.7,petrol,manual,87940,4,3,8141
audi,q5,2017,3.0,diesel,automatic,61090,4,5,12478
honda,civic,2015,2.2,diesel,manual,36391,2,4,10072
honda,accord,2020,3.3,petrol,automatic,207584,2,2,10748
ford,focus,2023,3.7,electric,manual,27676,2,3,16146
mercedes,c-class,2016,1.1,hybrid,semi-automatic,62254,5,5,9754
hyundai,tucson,2015,4.3,electric,manual,239633,3,5,10107
toyota,rav4,2000,4.4,electric,manual,83650,4,3,8827
volkswagen,tiguan,2000,3.5,hybrid,manual,68081,5,1,7238
chevrolet,malibu,2020,2.3,diesel,manual,216925,4,2,8061
chevrolet,equinox,2023,2.9,hybrid,manual,70186,5,3,13496
honda,accord,2001,3.4,diesel,automatic,173293,2,5,5834
hyundai,elantra,2005,1.8,diesel,manual,171240,5,4,3975
toyota,camry,2002,2.6,petrol,manual,45687,2,4,6386
mercedes,gla,2018,4.4,electric,automatic,91226,3,4,15575
audi,a3,2014,3.5,hybrid,automatic,92476,4,4,12450
bmw,5 series,2018,4.3,diesel,manual,255802,2,5,8683
bmw,5 series,2003,5.0,electric,semi-automatic,151430,5,4,8971
honda,cr-v,2013,3.9,electric,manual,223151,5,4,9436
chevrolet,equinox,2012,2.9,petrol,manual,45211,4,1,9695
bmw,x5,2011,2.6,petrol,semi-automatic,243572,5,1,5128
hyundai,tucson,2011,3.3,hybrid,manual,135585,3,3,8988
bmw,3 series,2008,2.7,hybrid,automatic,260076,3,1,6498
kia,optima,2008,3.9,electric,automatic,172054,4,4,10458
bmw,5 series,2004,3.0,electric,automatic,183618,2,5,8127
volkswagen,golf,2009,2.4,electric,manual,87845,5,1,9443
volkswagen,passat,2005,3.2,diesel,semi-automatic,235077,2,3,4098
honda,civic,2013,2.8,diesel,automatic,94923,5,2,10401
ford,focus,2018,3.5,diesel,semi-automatic,250184,5,5,7996
volkswagen,tiguan,2004,2.2,petrol,manual,34276,5,4,6814
ford,fiesta,2019,3.7,electric,automatic,62114,2,4,15757
hyundai,elantra,2022,5.0,diesel,automatic,135041,2,2,14499
ford,explorer,2023,4.7,hybrid,semi-automatic,102316,4,1,14653
chevrolet,impala,2009,2.4,diesel,manual,78039,5,2,7639
kia,sportage,2003,2.1,electric,automatic,93531,5,5,8729
audi,q5,2003,4.0,diesel,manual,132213,5,5,6355
honda,accord,2022,3.4,diesel,semi-automatic,166527,4,1,10769
hyundai,tucson,2001,5.0,petrol,automatic,160877,5,1,7682
bmw,5 series,2018,3.0,electric,automatic,261639,3,1,10767
kia,optima,2003,4.6,petrol,automatic,47168,4,2,10156
ford,fiesta,2000,3.2,diesel,manual,195410,4,1,3391
chevrolet,impala,2015,2.7,petrol,semi-automatic,93537,2,2,9429
ford,focus,2007,4.9,petrol,manual,18861,2,4,10722
chevrolet,malibu,2001,2.9,electric,semi-automatic,57004,5,1,8159
honda,accord,2006,2.5,hybrid,manual,122245,5,2,6955
audi,a4,2022,4.6,electric,manual,159544,5,2,14109
kia,sportage,2017,2.7,electric,semi-automatic,254486,5,5,8810
toyota,camry,2014,1.4,diesel,semi-automatic,295680,5,3,3786
chevrolet,impala,2006,4.3,petrol,semi-automatic,3923,5,4,10121
volkswagen,tiguan,2005,1.1,hybrid,semi-automatic,95418,4,5,5791
kia,optima,2023,3.5,petrol,automatic,65179,5,3,14696
bmw,5 series,2011,4.2,diesel,manual,20334,2,1,11193
toyota,corolla,2005,3.7,hybrid,manual,53501,2,5,9229
mercedes,e-class,2010,2.9,petrol,semi-automatic,272714,3,3,4545
kia,rio,2010,4.2,electric,automatic,177834,2,1,11243
hyundai,tucson,2009,1.2,electric,semi-automatic,154527,5,4,6909
ford,explorer,2015,3.8,petrol,manual,77869,4,1,10842
bmw,x5,2009,1.4,electric,manual,164195,4,4,6916
chevrolet,malibu,2020,2.6,diesel,manual,240811,4,1,7883
hyundai,tucson,2016,4.8,electric,automatic,42962,2,2,16340
audi,a3,2015,1.2,hybrid,manual,28441,3,5,10231
ford,explorer,2013,2.1,hybrid,manual,223480,5,5,6630
audi,q5,2019,2.9,electric,automatic,39310,3,1,15413
ford,fiesta,2020,2.3,hybrid,manual,148290,5,2,10434
hyundai,elantra,2018,4.2,electric,manual,86529,3,5,13969
chevrolet,impala,2008,3.0,diesel,manual,63631,5,5,8227
volkswagen,tiguan,2012,4.1,electric,manual,4081,2,2,13718
chevrolet,equinox,2015,2.7,diesel,semi-automatic,278961,2,4,5720
bmw,5 series,2003,1.3,diesel,semi-automatic,175570,5,1,2788
chevrolet,malibu,2019,3.7,diesel,semi-automatic,285346,5,2,7793
audi,q5,2003,4.1,hybrid,automatic,58845,2,3,10423
volkswagen,golf,2023,4.0,hybrid,semi-automatic,239018,5,2,11219
chevrolet,impala,2009,1.8,petrol,automatic,150497,3,4,7090
toyota,camry,2019,2.9,diesel,semi-automatic,64568,5,4,11408
honda,cr-v,2011,4.8,petrol,automatic,120113,3,3,11297
volkswagen,tiguan,2019,2.5,petrol,manual,230727,3,1,7685
kia,sportage,2020,1.7,petrol,automatic,187468,3,4,9550
chevrolet,malibu,2004,1.4,electric,manual,114096,2,3,6418
volkswagen,passat,2016,4.8,diesel,semi-automatic,188728,4,1,9925
bmw,3 series,2015,4.5,electric,manual,140987,2,4,12280
mercedes,gla,2007,3.3,petrol,semi-automatic,284495,2,5,3810
mercedes,c-class,2007,2.6,hybrid,manual,251628,4,1,4767
mercedes,e-class,2009,1.3,petrol,manual,277187,2,4,2556
chevrolet,impala,2001,5.0,hybrid,semi-automatic,240286,3,5,5594
mercedes,gla,2007,1.6,hybrid,manual,60036,3,4,7599
chevrolet,equinox,2006,4.7,electric,manual,49929,3,2,11601
volkswagen,tiguan,2015,3.5,diesel,manual,164046,5,4,8819
chevrolet,impala,2008,1.4,hybrid,semi-automatic,151880,3,1,5862
toyota,rav4,2002,3.6,electric,automatic,257390,5,5,6652
honda,cr-v,2009,3.6,electric,automatic,9934,4,2,13701
hyundai,elantra,2000,2.8,diesel,automatic,46165,5,1,7476
honda,accord,2011,4.0,electric,manual,279343,3,1,7813
toyota,corolla,2019,3.9,electric,semi-automatic,201968,2,4,11660
toyota,corolla,2018,3.4,hybrid,semi-automatic,226640,2,2,9367
audi,a4,2001,2.1,hybrid,semi-automatic,29526,2,2,6909
bmw,x5,2023,4.2,hybrid,automatic,182399,4,1,14052
hyundai,tucson,2000,3.4,hybrid,semi-automatic,50291,2,5,7494
kia,optima,2012,4.8,hybrid,automatic,45936,5,5,14081
honda,accord,2002,4.6,petrol,automatic,164258,5,1,7514
honda,accord,2001,1.5,petrol,semi-automatic,231314,5,1,2000
toyota,rav4,2007,3.5,diesel,automatic,149723,5,1,8205
audi,a3,2005,1.7,petrol,manual,146254,2,3,4374
honda,civic,2011,1.2,diesel,manual,254945,2,5,3501
chevrolet,equinox,2020,3.9,petrol,manual,196173,2,5,10076
toyota,rav4,2016,4.4,petrol,manual,183605,2,1,9627
honda,accord,2019,4.5,electric,manual,93409,2,1,14431
honda,accord,2014,3.0,petrol,automatic,263720,3,3,7525
ford,focus,2006,3.9,petrol,manual,282190,4,3,4156
chevrolet,malibu,2019,3.9,hybrid,semi-automatic,84580,4,1,13008
audi,a4,2006,3.1,hybrid,automatic,5762,5,4,11384
honda,cr-v,2015,2.9,petrol,semi-automatic,215757,4,2,7184
audi,a4,2015,3.3,electric,automatic,237333,2,3,10653
mercedes,e-class,2021,3.5,electric,semi-automatic,142515,5,2,13049
audi,a4,2010,1.9,hybrid,manual,122590,2,3,7548
audi,a4,2008,2.7,diesel,semi-automatic,22414,5,4,8751
hyundai,sonata,2011,1.9,hybrid,automatic,223344,2,5,7333
bmw,5 series,2007,3.5,hybrid,semi-automatic,67972,2,1,9340
mercedes,gla,2002,2.1,electric,manual,248997,5,2,3820
ford,fiesta,2010,4.9,electric,automatic,156099,2,1,12378
chevrolet,impala,2003,4.2,petrol,automatic,178369,3,5,7132
chevrolet,impala,2011,2.1,petrol,semi-automatic,226259,2,2,4974
audi,a3,2002,4.5,petrol,semi-automatic,252583,3,4,4148
mercedes,gla,2001,3.6,hybrid,semi-automatic,8832,4,2,8823
volkswagen,passat,2014,1.4,hybrid,manual,238001,2,5,5939
honda,cr-v,2009,4.9,diesel,automatic,266435,2,3,7871
toyota,camry,2007,3.0,hybrid,manual,126631,3,5,7667
audi,q5,2005,2.3,hybrid,manual,133166,2,5,6236
toyota,camry,2008,1.1,electric,automatic,30173,3,1,10496
toyota,rav4,2001,3.7,electric,semi-automatic,32783,5,5,9444
ford,fiesta,2010,2.9,hybrid,semi-automatic,93513,5,3,9129
hyundai,elantra,2011,3.3,petrol,manual,32035,2,4,10059
honda,cr-v,2013,3.7,electric,manual,162563,3,3,10448
mercedes,gla,2008,3.7,diesel,semi-automatic,59372,2,1,9012
bmw,x5,2019,2.7,electric,manual,39275,3,4,13714
mercedes,e-class,2007,4.5,electric,manual,198340,3,5,8733
bmw,5 series,2019,3.0,electric,manual,293175,4,1,8936
chevrolet,equinox,2018,1.8,electric,automatic,206717,3,5,10665
hyundai,sonata,2011,2.4,electric,semi-automatic,291467,3,1,5970
honda,civic,2012,1.8,hybrid,manual,155798,2,5,7384
toyota,camry,2002,2.0,diesel,automatic,188190,5,1,4436
kia,rio,2003,4.7,diesel,manual,114556,5,3,7408
audi,a3,2005,2.9,petrol,automatic,276720,3,3,4465
volkswagen,tiguan,2014,1.2,hybrid,manual,32008,2,5,9859
toyota,corolla,2010,3.2,hybrid,semi-automatic,3706,4,2,11225
audi,q5,2014,3.4,diesel,semi-automatic,180091,2,3,8098
bmw,5 series,2021,2.2,electric,semi-automatic,2578,5,4,14548
kia,sportage,2003,3.5,petrol,manual,265053,5,2,3198
mercedes,c-class,2020,3.5,petrol,automatic,23933,3,3,14621
audi,a3,2005,4.8,petrol,manual,133567,5,2,7728
toyota,rav4,2009,2.4,petrol,manual,131952,3,3,6560
honda,accord,2020,1.2,diesel,manual,293337,4,2,5433
chevrolet,equinox,2021,2.8,hybrid,semi-automatic,252473,5,5,9150
hyundai,elantra,2018,1.7,hybrid,manual,168094,5,5,8838
kia,rio,2006,3.6,hybrid,semi-automatic,42204,3,5,9655
bmw,x5,2004,1.0,hybrid,semi-automatic,71056,3,5,5878
hyundai,sonata,2000,2.5,diesel,automatic,52610,2,4,7047
chevrolet,malibu,2014,2.0,diesel,semi-automatic,200270,3,3,6294
honda,cr-v,2017,1.5,petrol,manual,53326,4,1,9633
toyota,corolla,2018,2.0,diesel,manual,111958,5,2,9260
bmw,5 series,2018,2.2,petrol,semi-automatic,279897,2,5,6102
audi,a4,2016,1.0,electric,semi-automatic,53839,2,1,10823
volkswagen,golf,2017,3.7,diesel,semi-automatic,298624,3,2,6927
audi,a4,2002,2.9,diesel,semi-automatic,194395,2,4,3712
volkswagen,golf,2011,4.2,electric,automatic,290139,2,2,9297
toyota,rav4,2021,3.8,electric,manual,225281,3,1,11694
honda,cr-v,2010,3.5,diesel,manual,56557,4,4,9468
kia,sportage,2005,1.6,petrol,automatic,175506,5,5,5189
hyundai,tucson,2018,2.8,electric,manual,288472,4,5,8530
audi,a3,2007,1.1,diesel,semi-automatic,75883,3,5,5782
mercedes,c-class,2008,4.5,diesel,automatic,89078,3,5,10718
kia,sportage,2010,4.8,diesel,automatic,255573,4,3,8288
honda,civic,2004,4.8,hybrid,manual,42624,2,2,10247
kia,rio,2019,1.3,petrol,manual,190109,4,3,7297
kia,optima,2002,1.5,diesel,semi-automatic,45968,3,1,5280
kia,sportage,2009,3.2,hybrid,manual,74477,2,3,9510
audi,a3,2002,1.0,diesel,semi-automatic,229693,3,1,2000
bmw,5 series,2014,1.1,diesel,manual,219921,2,2,5001
chevrolet,equinox,2012,2.3,electric,semi-automatic,195479,2,4,8090
chevrolet,equinox,2019,4.0,electric,automatic,12292,5,4,17054
bmw,x5,2003,4.1,electric,manual,195476,3,3,7190
audi,a3,2019,3.1,diesel,automatic,155039,5,1,11299
bmw,x5,2016,4.0,hybrid,automatic,106356,5,2,13272
kia,sportage,2004,4.9,electric,manual,179026,4,1,8619
honda,cr-v,2013,3.1,electric,automatic,174132,4,3,11117
kia,optima,2015,1.8,hybrid,automatic,158589,5,4,9728
kia,rio,2015,1.6,diesel,semi-automatic,139098,2,3,7418
mercedes,c-class,2000,2.7,electric,semi-automatic,68230,2,5,7435
volkswagen,passat,2019,1.8,diesel,manual,116866,2,3,9262
volkswagen,golf,2003,3.3,diesel,semi-automatic,194727,4,3,4405
chevrolet,equinox,2018,4.7,diesel,automatic,6212,4,3,15575
volkswagen,passat,2020,3.3,diesel,automatic,262079,5,1,9658
volkswagen,tiguan,2017,1.4,electric,automatic,81604,2,2,12467
audi,a3,2020,3.0,hybrid,manual,295890,5,3,8182
mercedes,e-class,2023,2.4,electric,manual,278847,2,2,9823
ford,focus,2001,4.7,electric,automatic,106379,2,5,10472
honda,accord,2021,4.5,hybrid,manual,30072,2,4,15298
honda,accord,2014,3.4,hybrid,automatic,276760,3,4,8664
audi,q5,2004,4.6,electric,semi-automatic,86804,2,1,10163
audi,a4,2010,2.1,hybrid,automatic,70950,3,1,10281
honda,accord,2019,1.1,hybrid,semi-automatic,142212,4,4,9055
hyundai,tucson,2005,2.7,diesel,automatic,40890,3,4,8982
bmw,x5,2019,1.5,electric,semi-automatic,277287,4,2,7754
mercedes,gla,2015,3.8,hybrid,automatic,71836,3,1,13463
volkswagen,passat,2021,4.1,diesel,semi-automatic,227784,4,3,9944
mercedes,c-class,2013,1.6,petrol,semi-automatic,177460,4,2,6050
bmw,5 series,2008,3.8,hybrid,semi-automatic,224616,4,4,6807
ford,explorer,2006,2.1,hybrid,semi-automatic,224412,3,5,4511
kia,sportage,2007,1.5,hybrid,manual,42352,3,5,7852
hyundai,elantra,2019,2.3,hybrid,manual,213388,3,4,8832
toyota,camry,2023,3.2,petrol,semi-automatic,102888,4,1,12142
audi,a3,2008,2.6,hybrid,semi-automatic,246550,5,1,5169
bmw,x5,2003,4.6,petrol,manual,82919,4,5,7941
mercedes,e-class,2007,4.4,diesel,manual,274551,3,1,5108
chevrolet,malibu,2020,4.8,electric,automatic,294021,5,4,12519
ford,explorer,2023,4.1,petrol,semi-automatic,95173,4,1,13196
hyundai,elantra,2023,3.1,electric,automatic,55386,3,2,16492
chevrolet,equinox,2007,2.8,electric,semi-automatic,239827,4,4,6203
hyundai,sonata,2012,1.2,electric,manual,141631,3,4,8067
hyundai,sonata,2021,4.0,diesel,manual,105522,5,5,12289
bmw,5 series,2020,3.4,petrol,manual,29249,2,4,12915
bmw,x5,2001,3.2,electric,semi-automatic,189265,2,4,5814
kia,optima,2017,4.7,diesel,manual,197920,5,4,9941
toyota,corolla,2002,1.7,electric,automatic,147344,4,2,6953
mercedes,gla,2007,4.6,electric,semi-automatic,274384,5,2,7312
chevrolet,impala,2008,2.8,hybrid,manual,295215,5,5,4395
volkswagen,passat,2007,3.8,petrol,manual,231294,3,5,5374
bmw,3 series,2013,2.3,petrol,automatic,146308,3,1,8873
volkswagen,tiguan,2015,1.4,electric,automatic,92367,3,3,11652
chevrolet,malibu,2020,3.6,hybrid,manual,243884,4,2,9822
ford,focus,2011,4.2,petrol,semi-automatic,96854,3,1,9662
audi,a4,2015,3.5,hybrid,automatic,12065,2,5,14358
toyota,corolla,2007,1.1,petrol,manual,165212,3,5,3995
bmw,x5,2004,1.5,diesel,automatic,204079,3,1,4218
volkswagen,golf,2017,2.2,hybrid,semi-automatic,160275,2,2,9194
kia,optima,2012,4.8,diesel,manual,293687,5,2,6626
ford,fiesta,2018,2.4,hybrid,automatic,117840,5,3,12043
audi,q5,2001,3.7,hybrid,semi-automatic,287848,4,2,3343
audi,a3,2022,1.1,hybrid,semi-automatic,240385,2,3,7992
kia,rio,2000,1.6,diesel,automatic,54032,3,1,6119
hyundai,tucson,2014,4.5,petrol,semi-automatic,252087,4,4,7758
toyota,corolla,2012,3.7,diesel,semi-automatic,235589,5,1,6688
audi,a3,2018,4.5,diesel,automatic,258956,4,1,10320
mercedes,e-class,2006,4.1,diesel,semi-automatic,117834,4,4,7643
volkswagen,golf,2021,3.4,electric,automatic,201580,5,2,13268
toyota,camry,2009,1.3,petrol,semi-automatic,28894,3,5,7522
ford,focus,2014,3.5,diesel,manual,156276,3,1,8674
kia,rio,2019,2.8,electric,semi-automatic,240312,5,3,9793
toyota,camry,2017,2.9,electric,semi-automatic,152699,4,5,11046
bmw,x5,2023,3.0,electric,semi-automatic,130341,5,3,13393
chevrolet,malibu,2020,3.9,hybrid,automatic,210269,2,5,12294
mercedes,gla,2005,2.0,electric,manual,267576,3,4,4248
hyundai,elantra,2018,2.4,hybrid,automatic,82051,3,4,12758
hyundai,sonata,2011,1.0,diesel,manual,67463,4,3,7050
mercedes,gla,2010,1.7,electric,manual,162706,3,2,7545
ford,focus,2022,1.7,hybrid,automatic,211683,3,3,10666
honda,accord,2009,2.0,petrol,automatic,119916,4,4,7901
chevrolet,impala,2011,2.9,electric,semi-automatic,232148,3,1,7657
mercedes,e-class,2010,2.3,electric,manual,295293,2,4,5494
toyota,rav4,2013,4.0,petrol,automatic,24472,3,1,13010
chevrolet,impala,2006,4.4,hybrid,semi-automatic,179721,2,5,7705
audi,a4,2010,1.1,petrol,semi-automatic,12009,5,5,7959
chevrolet,malibu,2023,1.4,hybrid,automatic,1485,2,1,14870
volkswagen,passat,2011,3.1,hybrid,automatic,273272,2,5,7534
chevrolet,equinox,2007,2.5,diesel,automatic,297626,3,4,4247
honda,civic,2012,3.3,petrol,automatic,241815,5,1,7663
bmw,x5,2007,4.1,hybrid,semi-automatic,89590,4,1,9508
mercedes,gla,2009,2.7,hybrid,semi-automatic,14292,5,1,10214
mercedes,c-class,2022,4.3,diesel,automatic,148159,2,5,13536
ford,focus,2017,3.8,electric,automatic,255900,5,3,11382
chevrolet,equinox,2002,1.1,diesel,semi-automatic,185040,2,2,2099
hyundai,sonata,2020,2.7,electric,manual,11279,4,2,14574
bmw,5 series,2002,1.3,electric,manual,139052,3,2,5218
mercedes,c-class,2019,4.2,petrol,manual,111314,3,3,11773
chevrolet,malibu,2009,4.6,diesel,automatic,85164,5,5,11196
chevrolet,malibu,2015,3.9,diesel,automatic,8531,4,2,13829
honda,accord,2015,4.6,diesel,manual,241408,5,3,8371
chevrolet,malibu,2010,4.2,electric,manual,172422,4,4,9851
mercedes,gla,2005,4.1,petrol,semi-automatic,270536,4,1,4289
kia,optima,2015,2.7,petrol,automatic,235899,4,1,8082
toyota,camry,2014,2.8,hybrid,manual,191319,5,3,8273
mercedes,e-class,2000,4.6,petrol,manual,71762,2,2,7264
chevrolet,malibu,2016,3.1,petrol,semi-automatic,15793,2,3,11684
audi,a4,2008,1.3,hybrid,manual,266370,2,2,3472
audi,a3,2010,3.3,petrol,manual,84742,4,5,8705
bmw,3 series,2004,2.2,petrol,semi-automatic,14005,2,3,7219
honda,civic,2016,1.3,hybrid,automatic,27783,4,5,12144
hyundai,elantra,2022,2.6,hybrid,automatic,144653,3,5,12906
hyundai,tucson,2010,4.1,electric,automatic,6807,2,2,14563
honda,cr-v,2014,1.7,electric,automatic,75940,4,1,11981
honda,cr-v,2000,1.1,diesel,semi-automatic,71954,4,3,3760
mercedes,c-class,2003,3.3,petrol,manual,197832,5,2,4343
kia,optima,2006,4.3,hybrid,manual,102842,4,3,9143
kia,sportage,2010,2.0,electric,manual,228275,4,3,6534
chevrolet,impala,2005,4.7,electric,manual,214270,5,5,8014
mercedes,e-class,2002,2.6,petrol,manual,24516,2,3,6809
bmw,5 series,2023,2.6,petrol,semi-automatic,220504,3,4,9189
hyundai,sonata,2021,2.6,diesel,automatic,154314,3,2,11413
hyundai,sonata,2001,3.6,diesel,manual,80160,2,3,6396
chevrolet,malibu,2006,4.8,petrol,manual,252463,4,5,5650
toyota,rav4,2015,3.2,hybrid,semi-automatic,6543,5,2,12669
bmw,5 series,2020,2.3,diesel,manual,297675,4,5,6446
volkswagen,tiguan,2023,3.0,electric,manual,264338,5,2,10713
toyota,rav4,2020,4.4,electric,manual,128014,5,2,13939
kia,rio,2007,3.2,hybrid,manual,204192,3,2,6316
honda,civic,2006,3.0,electric,semi-automatic,164498,3,5,7610
bmw,x5,2004,1.4,petrol,semi-automatic,66995,4,1,5360
audi,a4,2018,4.3,hybrid,semi-automatic,122908,5,3,12341
honda,accord,2007,4.5,diesel,semi-automatic,28181,5,4,10136
kia,rio,2004,2.4,diesel,semi-automatic,193641,3,5,3827
chevrolet,impala,2004,2.0,electric,semi-automatic,235173,5,4,4596
kia,rio,2000,4.8,hybrid,manual,265701,4,2,4585
hyundai,sonata,2023,3.4,hybrid,semi-automatic,59862,4,1,14202
bmw,5 series,2016,3.0,hybrid,automatic,95043,5,3,12499
honda,cr-v,2001,4.7,petrol,automatic,146954,2,1,7660
volkswagen,golf,2001,1.5,diesel,automatic,10442,4,1,7191
toyota,rav4,2022,3.6,electric,automatic,183530,2,5,14129
hyundai,elantra,2020,2.8,hybrid,semi-automatic,172103,4,2,10457
hyundai,tucson,2017,1.7,hybrid,semi-automatic,195051,3,4,7998
toyota,rav4,2022,3.3,hybrid,automatic,111574,5,1,14268
ford,fiesta,2013,4.4,electric,semi-automatic,77846,5,2,12843
ford,explorer,2020,3.2,diesel,semi-automatic,190065,5,4,9498
volkswagen,tiguan,2021,4.1,petrol,semi-automatic,229919,2,3,9901
toyota,camry,2011,2.5,petrol,automatic,116936,3,1,9061
hyundai,tucson,2003,4.7,petrol,semi-automatic,211589,5,5,5468
chevrolet,impala,2015,1.1,hybrid,automatic,46064,5,4,11278
hyundai,sonata,2004,2.8,hybrid,automatic,23803,5,3,10123
volkswagen,golf,2009,3.8,hybrid,manual,288635,4,2,5827
toyota,camry,2016,1.8,diesel,automatic,23232,2,5,11735
mercedes,e-class,2010,3.0,electric,semi-automatic,145664,3,4,9186
honda,civic,2019,3.5,electric,automatic,196409,5,1,12871
kia,sportage,2003,5.0,diesel,semi-automatic,141843,3,1,7163
honda,accord,2009,4.7,hybrid,semi-automatic,260872,5,5,7282
honda,accord,2016,3.2,diesel,manual,50916,2,3,11081
ford,explorer,2014,2.1,electric,semi-automatic,47923,3,5,11441
hyundai,elantra,2023,2.1,hybrid,manual,89918,3,1,12301
hyundai,elantra,2008,2.8,petrol,manual,166274,4,5,5974
bmw,x5,2008,3.8,electric,semi-automatic,164284,3,4,9014
chevrolet,malibu,2007,1.3,electric,semi-automatic,100696,5,1,7486
mercedes,c-class,2002,2.4,electric,semi-automatic,271316,3,2,3673
volkswagen,tiguan,2000,2.8,electric,manual,168674,5,2,5526
bmw,3 series,2021,2.3,diesel,semi-automatic,228466,4,1,8130
kia,sportage,2021,3.7,electric,automatic,173864,5,5,14122
volkswagen,golf,2014,2.4,electric,automatic,192340,2,3,10353
ford,focus,2014,1.6,petrol,semi-automatic,142610,5,4,7047
audi,a4,2005,3.3,hybrid,automatic,427,4,1,11391
mercedes,e-class,2011,3.5,petrol,semi-automatic,190224,4,5,7095
chevrolet,impala,2017,4.8,hybrid,automatic,173000,2,1,13040
mercedes,e-class,2007,3.7,electric,semi-automatic,119462,2,3,9510
kia,rio,2001,4.6,hybrid,semi-automatic,228167,2,4,5436
audi,q5,2013,1.3,electric,manual,32308,3,1,10653
audi,a4,2003,2.2,petrol,automatic,299227,3,5,2715
bmw,x5,2007,3.9,electric,manual,259103,4,5,6917
volkswagen,golf,2016,4.5,electric,semi-automatic,248821,3,2,10423
bmw,3 series,2006,3.7,petrol,manual,41070,3,2,8778
kia,rio,2005,3.6,electric,automatic,137857,2,5,9942
toyota,rav4,2002,2.6,hybrid,semi-automatic,30901,3,5,7681
